HSA Number,HSA Name,Medicare enrollees (2014),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2014),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2014)
18063,KY-Murray,7094,5.45,5.84
18064,KY-Owensboro,20390,5.02,5.18
18065,KY-Owenton,1921,5.00,5.47
18066,KY-Paducah,27608,5.09,5.34
18067,KY-Paintsville,2576,6.12,6.69
18068,KY-Paris,3152,4.66,4.76
18069,KY-Pikeville,7302,6.00,6.14
18070,KY-Pineville,2365,7.15,7.51
18071,KY-Prestonsburg,8975,5.78,6.49
18072,KY-Princeton,2063,5.73,5.37
18073,KY-Richmond,7863,5.01,5.41
18074,KY-Russell Springs,3528,5.25,5.49
18075,KY-Russellville,4128,5.11,4.73
18076,KY-Salem,975,5.50,5.26
18078,KY-Shelbyville,5934,5.56,5.90
18079,KY-Somerset,13999,5.43,5.91
18080,KY-South Williamson,2194,6.73,7.38
18081,KY-Stanford,3701,5.26,5.97
18082,KY-Tompkinsville,1683,5.48,5.74
18083,KY-Versailles,4052,4.27,4.44
18084,KY-West Liberty,1967,5.82,6.36
18085,KY-Whitesburg,2984,5.90,5.75
18086,KY-Williamstown,1440,4.91,5.34
18087,KY-Winchester,7455,5.50,5.59
18089,KY-Jackson,4945,6.64,7.03
19001,LA-Abbeville,4810,4.33,4.48
19002,LA-Alexandria,29085,5.17,5.41
19003,LA-Amite,2269,6.08,6.33
19006,LA-Bastrop,3658,5.62,6.26
19007,LA-Baton Rouge,76095,4.77,5.16
19008,LA-Bernice,965,4.94,5.70
19009,LA-Bogalusa,3820,5.74,6.09
19012,LA-Bunkie,1121,4.83,4.88
19014,LA-Chalmette,3716,5.42,5.72
19016,LA-Columbia,1707,5.98,6.28
19018,LA-Covington,19518,4.56,5.14
19019,LA-Crowley,3886,5.22,5.37
19020,LA-De Quincy,1367,6.84,6.97
19021,LA-De Ridder,3949,5.60,5.59
19022,LA-Delhi,1632,5.44,5.61
19024,LA-Eunice,3163,5.60,5.73
19026,LA-Ferriday,2296,5.72,5.80
19027,LA-Franklin,2719,5.12,5.08
19028,LA-Franklinton,3256,6.07,6.84
19029,LA-Galliano,3419,5.08,5.09
19030,LA-Gonzales,5539,5.28,6.09
19031,LA-Greensburg,768,6.24,
19033,LA-Hammond,16033,5.31,5.84
19035,LA-Homer,2379,4.89,5.02
19036,LA-Houma,13462,5.48,5.78
19039,LA-Jena,1742,6.34,6.41
19040,LA-Jennings,2978,5.73,5.69
19042,LA-Kaplan,2195,5.48,5.52
19046,LA-Lafayette,38348,4.91,5.01
19047,LA-Lake Charles,22127,5.23,5.31
19049,LA-Laplace,5256,5.07,6.01
19050,LA-Leesville,4143,5.69,5.76
19051,LA-Luling,2926,5.59,6.28
19052,LA-Lutcher,1481,5.09,5.61
19053,LA-Mamou,1175,6.40,6.32
19054,LA-Mansfield,1962,5.87,5.46
19055,LA-Many,1768,5.89,5.60
19057,LA-Marrero,18185,5.04,5.77
19058,LA-Merryville,682,6.22,
19059,LA-Metairie,36297,4.24,4.63
19060,LA-Minden,3616,4.71,4.62
19061,LA-Monroe,16349,4.91,5.08
19062,LA-Morgan City,5618,4.97,5.08
19063,LA-Napoleonville,1048,5.40,5.59
19064,LA-Natchitoches,5050,4.59,4.91
19065,LA-New Iberia,9674,4.91,4.94
19066,LA-New Orleans,53634,4.23,4.67
19067,LA-New Roads,1465,5.86,6.65
19069,LA-Oakdale,1800,6.88,7.10
19070,LA-Olla,697,,
19071,LA-Opelousas,7874,5.30,5.39
19073,LA-Plaquemine,2499,6.21,7.62
19075,LA-Raceland,3788,4.39,4.21
19077,LA-Rayville,2048,4.90,5.26
19078,LA-Ruston,9073,4.88,5.17
19080,LA-Shreveport,59738,4.92,5.21
19081,LA-Slidell,15627,5.02,5.39
19082,LA-Springhill,2598,6.03,6.23
19084,LA-Sulphur,6732,5.97,6.21
19085,LA-Tallulah,1332,6.27,6.12
19086,LA-Thibodaux,8063,4.79,4.98
19087,LA-Ville Platte,2735,4.52,4.79
19088,LA-Vivian,1200,5.54,6.16
19090,LA-West Monroe,10096,5.26,5.43
19091,LA-Winnfield,2269,5.19,5.40
19092,LA-Winnsboro,3474,5.84,5.74
19093,LA-Zachary,6127,5.46,6.04
20001,ME-Augusta,12747,4.67,5.30
20002,ME-Bangor,20341,4.49,4.87
20003,ME-Bar Harbor,2432,3.67,3.70
20005,ME-Belfast,4318,4.22,4.17
20006,ME-Biddeford,13120,4.42,4.63
20007,ME-Blue Hill,2698,3.49,3.89
20008,ME-Boothbay Harbor,1816,4.49,4.96
20009,ME-Bridgton,3794,4.09,4.18
20010,ME-Brunswick,14780,4.21,4.65
20011,ME-Calais,2807,4.11,4.06
20012,ME-Caribou,3594,4.19,4.56
20013,ME-Damariscotta,2764,3.89,4.30
20014,ME-Dover-Foxcroft,3856,4.42,4.53
20015,ME-Ellsworth,4968,4.71,5.01
20016,ME-Farmington,7119,4.40,4.89
20017,ME-Fort Kent,3145,3.80,4.01
20018,ME-Houlton,3441,4.84,5.11
20019,ME-Lewiston,18292,4.66,5.21
20020,ME-Lincoln,2722,4.28,4.70
20021,ME-Machias,3137,5.41,5.92
20022,ME-Millinocket,2257,3.99,4.42
20023,ME-Norway,4936,4.46,4.81
20024,ME-Pittsfield,3264,4.80,5.33
20025,ME-Portland,39782,4.23,4.52
20026,ME-Presque Isle,4574,3.76,3.83
20027,ME-Rockland,10752,3.73,4.01
20028,ME-Rumford,2878,4.52,4.84
20029,ME-Sanford,8115,4.61,4.71
20030,ME-Skowhegan,5894,4.56,4.87
20031,ME-Waterville,11546,4.75,4.88
20033,ME-York,9352,3.77,3.88
20035,ME-Greenville,904,4.04,4.57
21001,MD-Annapolis,33448,3.97,3.93
21002,MD-Baltimore,185141,4.47,4.39
21003,MD-Bethesda,30466,3.08,3.00
21004,MD-Cambridge,5933,4.71,4.68
21005,MD-Chestertown,6248,3.89,3.88
21006,MD-Cheverly,11906,3.61,3.52
21007,MD-Clinton,22601,3.91,3.87
21008,MD-Columbia,24817,3.80,3.76
21009,MD-Crisfield,1035,5.61,5.62
21010,MD-Cumberland,22240,4.71,4.76
21011,MD-Easton,18808,4.37,4.35
21012,MD-Elkton,9104,4.98,5.04
21013,MD-Fallston,23165,4.31,4.22
21014,MD-Frederick,32211,4.24,4.22
21016,MD-Glen Burnie,34324,4.80,4.73
21017,MD-Hagerstown,21850,4.61,4.58
21018,MD-Havre De Grace,12415,4.66,4.68
21019,MD-La Plata,12130,4.11,4.07
21020,MD-Lanham,18832,3.72,3.61
21021,MD-Laurel,14029,3.81,3.83
21022,MD-Leonardtown,11438,4.50,4.50
21023,MD-Oakland,5937,4.54,4.58
21024,MD-Olney,30249,3.20,3.22
21025,MD-Prince Frederick,11704,3.79,3.78
21026,MD-Randallstown,25612,4.10,4.12
21028,MD-Rockville,34360,3.25,3.29
21029,MD-Salisbury,35214,4.52,4.58
21030,MD-Silver Spring,22254,3.37,3.37
21031,MD-Takoma Park,10417,3.17,3.18
21033,MD-Westminster,18910,4.18,4.22
22002,MA-Athol,4019,4.95,5.45
22003,MA-Attleboro,15604,4.64,4.93
22004,MA-Ayer,7804,4.35,4.74
22005,MA-Beverly,21711,3.85,4.02
22006,MA-Boston,93089,3.72,3.85
22007,MA-Brockton,34906,4.27,4.50
22008,MA-Burlington,4467,3.95,4.27
22009,MA-Cambridge,19391,3.38,3.38
22010,MA-Clinton,2952,4.72,4.75
22011,MA-Concord,16377,3.37,3.57
22013,MA-Everett,4413,4.49,4.39
22014,MA-Fall River,28715,4.27,4.43
22015,MA-Falmouth,21768,3.67,3.76
22016,MA-Fitchburg,7373,4.21,4.55
22018,MA-Gardner,7880,4.41,5.07
22019,MA-Gloucester,7674,4.35,4.30
22020,MA-Great Barrington,4780,3.62,3.67
22021,MA-Greenfield,10764,4.24,4.61
22022,MA-Haverhill,13327,4.55,4.57
22023,MA-Holyoke,10160,4.56,4.73
22024,MA-Hyannis,39826,3.54,3.61
22025,MA-Lawrence,15613,3.96,4.01
22026,MA-Leominster,6055,4.40,4.65
22027,MA-Lowell,38211,4.52,4.72
22028,MA-Ludlow,3793,4.10,4.59
22029,MA-Lynn,13791,4.23,4.29
22030,MA-Malden,6948,3.94,4.19
22031,MA-Marlborough,8887,3.94,4.18
22032,MA-Medford,8260,3.93,4.05
22033,MA-Melrose,13730,3.79,3.94
22034,MA-Methuen,12304,4.02,3.95
22037,MA-Milton,4229,3.69,3.78
22038,MA-Nantucket,1557,3.60,3.66
22039,MA-Natick,33446,3.84,3.85
22040,MA-Needham,4971,3.46,3.57
22041,MA-New Bedford,27098,4.19,4.36
22042,MA-Newburyport,12832,4.12,4.26
22043,MA-Newton,13546,3.18,3.18
22044,MA-Norfolk,6431,4.34,4.40
22045,MA-North Adams,6358,4.54,4.64
22046,MA-Northampton,15009,4.20,4.41
22047,MA-Norwood,20352,3.90,3.99
22048,MA-Oak Bluffs,3673,3.25,3.30
22049,MA-Palmer,3280,4.74,4.97
22051,MA-Pittsfield,18711,3.83,3.87
22052,MA-Plymouth,17509,4.22,4.38
22053,MA-Quincy,10820,4.18,4.39
22054,MA-Salem,23225,3.61,3.57
22055,MA-Somerville,6843,4.48,4.45
22056,MA-South Weymouth,40042,4.21,4.39
22057,MA-Southbridge,6961,4.55,4.70
22058,MA-Springfield,46156,4.27,4.59
22059,MA-Stoneham,4186,3.45,3.81
22060,MA-Stoughton,4726,3.88,4.12
22061,MA-Taunton,17559,4.82,4.90
22062,MA-Waltham,9775,3.75,3.82
22063,MA-Ware,5449,4.35,4.24
22064,MA-Wareham,5984,4.17,4.30
22065,MA-Webster,4378,4.43,5.55
22066,MA-Westfield,9102,4.33,4.55
22067,MA-Winchester,18851,4.04,4.23
22068,MA-Winthrop,3017,4.18,4.12
22070,MA-Worcester,63707,4.27,4.34
22072,MA-Arlington,12726,3.09,3.35
23002,MI-Adrian,10914,4.54,5.10
23003,MI-Albion,2124,4.16,4.20
23004,MI-Allegan,3825,5.43,6.23
23005,MI-Alma,7685,4.73,5.33
23006,MI-Alpena,10654,3.99,4.28
23007,MI-Ann Arbor,75228,4.08,4.33
23008,MI-Bad Axe,3623,4.97,5.05
23009,MI-Battle Creek,17328,4.48,4.76
23010,MI-Bay City,21101,4.77,5.18
23011,MI-Berrien Center,228,,
23012,MI-Big Rapids,5086,4.03,4.15
23013,MI-Cadillac,9938,5.08,5.51
23014,MI-Caro,2247,4.98,4.63
23015,MI-Carson City,2303,4.43,4.88
23016,MI-Cass City,1677,4.22,4.72
23017,MI-Charlevoix,4014,4.46,5.16
23018,MI-Charlotte,4510,4.36,5.07
23019,MI-Cheboygan,3926,4.43,4.42
23020,MI-Chelsea,4073,3.82,3.90
23021,MI-Clare,8021,4.85,5.28
23022,MI-Coldwater,7108,4.83,5.26
23023,MI-Crystal Falls,1186,5.21,5.65
23024,MI-Dearborn,21789,4.31,4.68
23025,MI-Deckerville,862,4.71,5.00
23026,MI-Detroit,93618,4.87,5.22
23027,MI-Dowagiac,2663,4.47,4.67
23029,MI-Escanaba,7968,4.02,4.47
23030,MI-Farmington Hills,13316,4.46,4.77
23031,MI-Flint,71241,5.02,5.52
23032,MI-Frankfort,1259,3.80,4.23
23033,MI-Fremont,5281,4.32,5.00
23034,MI-Garden City,9928,4.43,4.79
23035,MI-Gaylord,6772,4.05,4.80
23036,MI-Gladwin,4113,4.13,4.72
23038,MI-Grand Haven,9095,4.15,4.70
23039,MI-Grand Rapids,103562,4.34,5.23
23040,MI-Grayling,9177,4.53,4.80
23041,MI-Greenville,2747,4.77,5.20
23042,MI-Grosse Pointe,8714,4.00,4.10
23044,MI-Hancock,3517,4.73,5.46
23045,MI-Harbor Beach,1313,4.18,4.52
23047,MI-Hastings,7337,4.06,4.73
23049,MI-Hillsdale,6002,4.97,5.10
23050,MI-Holland,16898,4.04,4.74
23051,MI-Howell,10356,4.77,5.15
23052,MI-Ionia,2579,5.12,5.74
23053,MI-Iron Mountain,8025,4.11,4.40
23054,MI-Iron River,1996,4.24,4.43
23055,MI-Ironwood,4229,4.17,4.50
23056,MI-Ishpeming,2033,4.64,4.86
23057,MI-Jackson,26163,4.83,5.24
23058,MI-Kalamazoo,43686,4.41,4.77
23060,MI-L'anse,2043,4.74,5.19
23061,MI-Lakeview,802,3.91,
23062,MI-Lansing,56214,4.52,4.83
23063,MI-Lapeer,13667,5.29,5.53
23064,MI-Laurium,2608,4.17,4.17
23066,MI-Livonia,29652,4.26,4.56
23067,MI-Ludington,6454,4.40,4.48
23068,MI-Madison Heights,5853,5.00,5.28
23069,MI-Manistee,5407,4.09,4.38
23070,MI-Manistique,2386,4.65,5.16
23071,MI-Marlette,1217,4.56,4.89
23072,MI-Marquette,9818,4.54,4.88
23073,MI-Marshall,3782,4.43,4.76
23074,MI-Midland,15025,3.90,4.45
23075,MI-Milford,17336,4.03,4.34
23076,MI-Monroe,13191,4.87,5.23
23078,MI-Mount Clemens,66813,4.57,4.83
23079,MI-Mount Pleasant,5767,4.65,4.82
23080,MI-Munising,1352,5.63,6.12
23081,MI-Muskegon,28851,4.48,5.02
23082,MI-Newberry,1703,3.65,3.88
23083,MI-Niles,9993,4.79,5.18
23084,MI-Northport,810,2.52,
23085,MI-Ontonagon,1051,4.75,5.22
23086,MI-Owosso,9991,4.91,5.32
23087,MI-Paw Paw,4635,4.27,4.57
23088,MI-Petoskey,16059,4.48,4.66
23089,MI-Pigeon,1863,3.87,4.19
23091,MI-Pontiac,48737,4.58,4.97
23092,MI-Port Huron,23543,4.90,5.39
23094,MI-Reed City,4317,5.15,5.27
23095,MI-Rochester,21188,3.56,3.69
23097,MI-Royal Oak,53584,4.01,4.28
23098,MI-Saginaw,35680,4.45,4.95
23099,MI-Saline,3106,3.51,3.59
23100,MI-Sandusky,1395,5.39,5.31
23101,MI-Sault Ste Marie,5834,5.16,5.67
23104,MI-South Haven,4022,4.53,4.90
23105,MI-Southfield,9865,3.81,4.13
23106,MI-St. Clair,5469,5.33,6.20
23108,MI-St. Johns,2867,4.87,5.45
23109,MI-St. Joseph,17651,4.38,4.72
23110,MI-Standish,2037,5.13,5.50
23111,MI-Sturgis,4270,5.21,5.42
23112,MI-Tawas City,9464,4.50,4.72
23113,MI-Taylor,8394,5.37,5.77
23114,MI-Tecumseh,4168,4.32,4.74
23115,MI-Three Rivers,5408,5.47,5.90
23116,MI-Traverse City,33737,4.08,4.61
23117,MI-Trenton,15852,4.53,5.11
23118,MI-Troy,21251,3.96,4.23
23119,MI-Warren,33938,4.90,5.22
23120,MI-Watervliet,2193,4.57,5.05
23121,MI-Wayne,20845,5.33,5.76
23122,MI-West Branch,7273,5.06,5.51
23124,MI-Wyandotte,18213,5.19,5.51
23127,MI-Zeeland,3536,4.05,4.85
24001,MN-Ada,494,3.67,
24003,MN-Aitkin,3824,4.10,4.33
24005,MN-Albert Lea,8064,4.07,5.06
24006,MN-Alexandria,9425,3.83,3.33
24007,MN-Appleton,608,3.55,
24008,MN-Arlington,1507,5.26,3.73
24009,MN-Aurora,1225,3.53,
24010,MN-Austin,5417,3.23,3.16
24011,MN-Bagley,1458,4.75,5.29
24012,MN-Baudette,965,3.77,
24013,MN-Bemidji,8081,4.63,5.72
24014,MN-Benson,1248,4.11,3.59
24015,MN-Bigfork,965,3.64,
24016,MN-Blue Earth,2089,3.86,3.32
24017,MN-Brainerd,14002,3.72,3.90
24018,MN-Breckenridge,3729,3.74,3.86
24019,MN-Buffalo,5740,4.09,4.67
24020,MN-Burnsville,21649,4.13,4.60
24021,MN-Cambridge,5157,3.98,4.34
24022,MN-Canby,717,4.47,3.14
24023,MN-Cannon Falls,1520,3.56,4.43
24024,MN-Chisago City,5190,4.41,3.96
24025,MN-Cloquet,3246,4.69,5.06
24027,MN-Cook,1089,4.21,
24028,MN-Crookston,2960,3.61,3.57
24029,MN-Crosby,3066,3.90,4.28
24030,MN-Dawson,481,,
24031,MN-Deer River,1787,4.58,4.44
24032,MN-Detroit Lakes,6189,4.10,4.48
24033,MN-Duluth,29894,4.25,4.37
24034,MN-Elbow Lake,557,5.11,
24035,MN-Ely,1476,4.14,4.32
24037,MN-Fairmont,4577,4.53,4.37
24038,MN-Faribault,5841,4.02,5.07
24039,MN-Farmington,2276,4.43,4.22
24040,MN-Fergus Falls,7094,3.95,4.20
24041,MN-Forest Lake,3339,4.23,4.91
24042,MN-Fosston,917,4.63,
24043,MN-Glencoe,2398,3.74,3.80
24044,MN-Glenwood,1730,3.50,3.66
24045,MN-Graceville,416,,
24046,MN-Grand Marais,1095,3.99,
24047,MN-Grand Rapids,6718,4.80,4.66
24048,MN-Granite Falls,1719,3.48,3.30
24050,MN-Hallock,499,,
24052,MN-Hastings,5434,4.24,4.85
24053,MN-Hendricks,464,,
24055,MN-Hibbing,5167,4.46,4.45
24056,MN-Hutchinson,4643,3.84,4.13
24057,MN-International Falls,2422,4.00,3.51
24058,MN-Ivanhoe,96,,
24059,MN-Jackson,901,3.39,2.95
24060,MN-Karlstad,372,,
24061,MN-Lake City,1717,3.50,3.74
24062,MN-Lakefield,597,4.85,3.93
24063,MN-Le Sueur,954,4.66,
24064,MN-Litchfield,2920,3.89,4.29
24065,MN-Little Falls,5895,3.93,4.35
24066,MN-Long Prairie,1422,4.79,
24067,MN-Luverne,1584,4.22,4.88
24068,MN-Madelia,603,3.80,
24069,MN-Madison,772,3.48,
24071,MN-Mankato,11786,4.14,4.26
24072,MN-Maplewood,17059,3.90,4.54
24073,MN-Marshall,2569,3.92,3.55
24074,MN-Melrose,988,3.21,
24076,MN-Minneapolis,164304,3.96,4.25
24077,MN-Montevideo,2060,4.03,4.22
24078,MN-Monticello,3455,3.72,4.56
24080,MN-Moose Lake,2310,4.67,4.36
24081,MN-Mora,3713,4.85,4.65
24082,MN-Morris,1878,4.79,4.18
24084,MN-New Prague,4646,4.43,4.92
24085,MN-New Ulm,4373,4.37,4.20
24086,MN-Northfield,4407,3.44,3.43
24087,MN-Olivia,1756,3.45,3.13
24088,MN-Onamia,1693,4.17,3.98
24089,MN-Ortonville,1165,4.54,5.62
24090,MN-Owatonna,4741,4.11,4.73
24091,MN-Park Rapids,6007,4.46,4.84
24093,MN-Paynesville,1577,3.76,4.16
24095,MN-Perham,2283,4.64,4.48
24096,MN-Pipestone,1183,3.95,3.90
24097,MN-Princeton,5270,4.17,4.86
24098,MN-Red Wing,4769,3.76,4.00
24099,MN-Redwood Falls,2158,4.22,4.66
24100,MN-Robbinsdale,16918,4.41,4.62
24101,MN-Rochester,32493,3.78,3.82
24102,MN-Roseau,2275,3.89,3.62
24103,MN-Rush City,2664,4.56,5.02
24104,MN-Sandstone,634,,
24105,MN-Sauk Centre,1462,4.04,3.62
24106,MN-Shakopee,10637,3.90,4.20
24107,MN-Slayton,1175,3.56,3.16
24108,MN-Sleepy Eye,1318,3.94,4.10
24112,MN-Springfield,1468,4.56,4.05
24113,MN-St. Cloud,24982,3.91,3.99
24114,MN-St. James,1156,3.16,3.30
24115,MN-St. Louis Park,23799,3.52,4.07
24116,MN-St. Paul,79296,3.95,4.10
24117,MN-St. Peter,2337,3.27,3.41
24118,MN-Staples,2074,4.34,4.19
24119,MN-Starbuck,821,3.62,
24120,MN-Stillwater,6591,4.04,4.52
24121,MN-Thief River Falls,3564,4.07,4.18
24122,MN-Tracy,846,4.28,3.47
24124,MN-Two Harbors,1515,3.91,4.41
24125,MN-Tyler,478,,
24126,MN-Virginia,6104,4.45,4.42
24127,MN-Wabasha,1688,3.53,3.59
24128,MN-Waconia,11344,3.94,4.02
24129,MN-Wadena,3313,3.73,4.39
24130,MN-Warren,898,3.21,2.88
24131,MN-Waseca,1898,4.12,4.36
24133,MN-Westbrook,606,4.32,
24134,MN-Wheaton,989,3.71,3.35
24135,MN-Willmar,8145,4.29,4.62
24136,MN-Windom,2404,3.71,3.71
24137,MN-Winona,6755,4.24,4.04
24138,MN-Worthington,3296,4.41,3.69
24141,MN-Redlake,346,,
25002,MS-Ackerman,1012,4.42,4.51
25003,MS-Amory,3018,5.34,5.33
25004,MS-Batesville,3162,5.62,5.84
25006,MS-Bay St. Louis,5397,5.31,5.52
25007,MS-Belzoni,1248,4.88,4.79
25008,MS-Biloxi,9040,5.05,5.08
25009,MS-Booneville,2962,5.47,5.53
25011,MS-Brookhaven,5861,4.85,4.90
25012,MS-Calhoun City,958,3.37,3.11
25014,MS-Carthage,2764,5.37,5.60
25015,MS-Centreville,2975,5.13,5.30
25016,MS-Charleston,818,6.47,6.26
25017,MS-Clarksdale,4132,5.15,5.12
25018,MS-Cleveland,4478,5.64,5.69
25020,MS-Columbia,3725,4.90,5.24
25021,MS-Columbus,9400,5.05,5.13
25022,MS-Corinth,7162,6.12,6.18
25025,MS-Eupora,2021,5.48,5.59
25026,MS-Fayette,888,6.35,6.34
25027,MS-Forest,2280,4.27,4.83
25029,MS-Greenville,7020,5.19,5.47
25030,MS-Greenwood,5330,4.90,4.93
25031,MS-Grenada,4993,4.95,5.25
25032,MS-Gulfport,17463,5.23,5.32
25033,MS-Hattiesburg,27023,4.89,5.18
25034,MS-Hazlehurst,1435,4.79,4.98
25036,MS-Houston,2144,5.41,5.41
25037,MS-Indianola,2069,4.59,4.66
25038,MS-Iuka,2866,5.95,6.03
25039,MS-Jackson,68607,4.50,4.70
25040,MS-Kilmichael,487,,
25041,MS-Kosciusko,3443,5.28,5.59
25042,MS-Laurel,13337,4.98,4.96
25044,MS-Lexington,1340,4.45,4.46
25045,MS-Louisville,3046,4.89,5.02
25046,MS-Lucedale,4470,5.73,6.00
25048,MS-Macon,1633,4.43,4.44
25050,MS-Magee,2620,5.33,5.69
25051,MS-Magnolia,1259,5.91,6.22
25052,MS-Marks,528,,
25053,MS-McComb,5790,5.05,5.26
25054,MS-Meadville,838,6.71,6.74
25055,MS-Mendenhall,1498,4.82,4.74
25056,MS-Meridian,25769,4.88,5.02
25057,MS-Monticello,2089,4.17,4.06
25059,MS-Natchez,6980,5.16,5.54
25060,MS-New Albany,4285,6.00,5.87
25063,MS-Oxford,8770,5.06,5.13
25064,MS-Pascagoula,17929,5.10,5.45
25066,MS-Picayune,8028,5.23,5.28
25070,MS-Port Gibson,1138,6.57,7.26
25071,MS-Prentiss,1395,5.27,5.11
25072,MS-Quitman,1944,5.94,6.00
25075,MS-Ripley,3617,5.91,6.01
25076,MS-Rolling Fork,818,5.91,5.79
25077,MS-Ruleville,824,7.01,7.28
25082,MS-Starkville,4452,4.17,4.14
25084,MS-Tupelo,26587,5.35,5.45
25085,MS-Tylertown,2340,5.10,5.26
25087,MS-Vicksburg,6684,5.25,5.02
25089,MS-Waynesboro,2737,5.21,5.45
25090,MS-West Point,3181,5.18,5.05
25093,MS-Winona,1803,5.29,5.11
25094,MS-Yazoo City,2283,5.62,5.77
26001,MO-Albany,1058,5.20,5.29
26002,MO-Appleton City,431,,
26003,MO-Aurora,2492,4.36,4.67
26004,MO-Bethany,1370,5.14,5.21
26005,MO-Blue Springs,12909,4.55,5.17
26006,MO-Bolivar,6412,4.98,5.66
26009,MO-Branson,11674,4.40,4.61
26010,MO-Brookfield,2535,5.33,5.51
26011,MO-Butler,2564,5.40,5.51
26012,MO-Cameron,1615,5.35,5.35
26013,MO-Cape Girardeau,19662,4.79,4.85
26014,MO-Carrollton,1169,3.41,3.17
26015,MO-Carthage,4060,5.51,5.65
26019,MO-Chillicothe,3252,5.23,5.20
26020,MO-Clinton,9472,5.49,5.69
26021,MO-Columbia,33517,4.55,4.63
26022,MO-Crystal City,9335,5.44,6.05
26023,MO-Dexter,3490,4.39,4.45
26025,MO-El Dorado Springs,1776,4.85,5.07
26026,MO-Ellington,681,7.11,
26027,MO-Excelsior Springs,3501,4.89,4.89
26028,MO-Fairfax,1377,3.62,3.78
26029,MO-Farmington,10791,5.23,5.46
26031,MO-Fredericktown,2094,5.41,5.76
26033,MO-Hannibal,6632,4.87,5.06
26034,MO-Harrisonville,2969,4.98,4.66
26035,MO-Hayti,1638,5.27,5.16
26036,MO-Hermann,1177,4.13,3.99
26037,MO-Houston,3167,4.60,4.68
26038,MO-Independence,20946,4.77,5.15
26039,MO-Jefferson City,24962,4.80,4.95
26040,MO-Joplin,23794,5.45,5.60
26041,MO-Kansas City,85648,4.19,4.39
26042,MO-Kennett,3234,6.22,6.52
26043,MO-Kirksville,6215,5.11,5.17
26045,MO-Lake Saint Louis,12855,4.43,4.85
26046,MO-Lamar,1563,5.64,6.00
26048,MO-Lees Summit,9781,4.14,4.56
26049,MO-Lexington,2826,4.52,4.94
26050,MO-Liberty,11955,4.53,4.66
26052,MO-Louisiana,2387,5.17,5.11
26053,MO-Macon,1891,5.20,5.48
26056,MO-Marshall,3653,4.53,4.65
26057,MO-Maryville,2926,4.86,4.84
26058,MO-Memphis,710,4.63,4.35
26059,MO-Mexico,6246,4.24,4.38
26060,MO-Milan,778,4.90,5.11
26064,MO-Neosho,5071,5.43,5.45
26065,MO-Nevada,2987,5.71,5.82
26066,MO-North Kansas City,28006,4.63,4.78
26067,MO-Osage Beach,9933,4.30,4.37
26068,MO-Osceola,1924,4.67,5.18
26069,MO-Perryville,2624,5.18,5.13
26070,MO-Pilot Knob,1975,5.82,6.24
26071,MO-Poplar Bluff,18042,5.53,5.67
26072,MO-Potosi,1943,5.70,5.83
26073,MO-Richmond,2946,5.24,5.24
26074,MO-Rolla,13380,4.98,5.15
26075,MO-Salem,3166,4.84,4.73
26076,MO-Sedalia,7924,4.83,4.97
26077,MO-Sikeston,8244,5.30,5.36
26078,MO-Smithville,2964,4.76,4.68
26079,MO-Springfield,98690,4.68,5.24
26080,MO-St. Charles,25517,4.26,4.76
26081,MO-St. Joseph,20061,4.88,4.91
26082,MO-St. Louis,246861,4.30,4.60
26084,MO-Ste. Genevieve,2757,5.25,5.24
26088,MO-Trenton,2909,4.93,4.88
26089,MO-Troy,6268,4.92,5.10
26090,MO-Unionville,889,3.30,3.45
26091,MO-Warrensburg,4656,4.71,4.78
26093,MO-West Plains,9631,4.88,5.06
27001,MT-Anaconda,1892,4.91,4.91
27002,MT-Baker,702,3.38,3.47
27005,MT-Billings,30030,4.39,4.61
27006,MT-Bozeman,10828,3.71,3.92
27007,MT-Butte,6724,4.78,4.92
27008,MT-Chester,481,,
27012,MT-Conrad,1009,3.88,3.86
27014,MT-Cut Bank/Browning,702,5.65,5.81
27015,MT-Deer Lodge,855,3.90,3.97
27016,MT-Dillon,1860,3.82,3.92
27017,MT-Ennis,927,3.14,3.33
27020,MT-Glasgow,1331,2.93,2.97
27021,MT-Glendive,1654,3.77,3.86
27022,MT-Great Falls,16824,4.26,4.66
27023,MT-Hamilton,6412,3.62,3.69
27024,MT-Hardin,986,5.91,6.32
27026,MT-Havre,3143,4.53,4.62
27027,MT-Helena,11138,4.61,4.78
27028,MT-Kalispell,13724,4.38,4.68
27029,MT-Lewistown,2766,4.08,4.25
27030,MT-Libby,3145,5.54,5.89
27031,MT-Livingston,2967,4.28,4.32
27032,MT-Malta,738,4.34,4.19
27033,MT-Miles City,2662,4.11,4.27
27034,MT-Missoula,19713,4.23,4.40
27036,MT-Plains,2430,4.64,4.84
27037,MT-Plentywood,917,4.31,4.24
27038,MT-Polson,2721,3.58,3.64
27039,MT-Poplar,348,,
27040,MT-Red Lodge,957,3.29,3.48
27041,MT-Ronan,1379,5.30,5.97
27043,MT-Scobey,310,,
27044,MT-Shelby,765,3.97,4.16
27045,MT-Sheridan,575,,
27046,MT-Sidney,1915,4.25,4.29
27047,MT-Superior,855,4.97,5.15
27049,MT-Townsend,1012,3.03,3.01
27051,MT-White Sulphur Springs,396,,
27052,MT-Whitefish,4510,4.45,4.55
27053,MT-Wolf Point,793,7.95,8.15
